"Date","Price","Open","High","Low","Change %"
"Jun 11, 2019","6.9261","6.9451","6.9505","6.9223","-0.25%"
"Jun 10, 2019","6.9436","6.9438","6.9597","6.9382","-0.01%"
"Jun 07, 2019","6.9440","6.9259","6.9628","6.9227","0.23%"
"Jun 06, 2019","6.9282","6.9275","6.9343","6.9236","0.00%"
"Jun 05, 2019","6.9280","6.9219","6.9346","6.9171","0.10%"
"Jun 04, 2019","6.9211","6.9226","6.9349","6.9157","0.03%"
"Jun 03, 2019","6.9192","6.9361","6.9436","6.9149","-0.25%"
"May 31, 2019","6.9367","6.9287","6.9482","6.9228","0.11%"
"May 30, 2019","6.9293","6.9335","6.9348","6.9219","-0.05%"
"May 29, 2019","6.9330","6.9211","6.9397","6.9200","0.17%"
"May 28, 2019","6.9215","6.9081","6.9321","6.9052","0.18%"
"May 27, 2019","6.9089","6.9170","6.9180","6.8991","-0.12%"
"May 24, 2019","6.9170","6.9272","6.9363","6.9110","-0.14%"
"May 23, 2019","6.9270","6.9347","6.9445","6.9261","-0.10%"
"May 22, 2019","6.9339","6.9334","6.9415","6.9235","0.00%"
"May 21, 2019","6.9338","6.9392","6.9474","6.9207","-0.09%"
"May 20, 2019","6.9401","6.9479","6.9500","6.9256","-0.12%"
"May 17, 2019","6.9482","6.9263","6.9496","6.9210","0.29%"
"May 16, 2019","6.9284","6.9055","6.9340","6.9034","0.35%"
"May 15, 2019","6.9045","6.9032","6.9185","6.8942","0.00%"
"May 14, 2019","6.9042","6.9127","6.9205","6.8879","-0.12%"
"May 13, 2019","6.9122","6.8473","6.9192","6.8473","1.00%"
"May 10, 2019","6.8438","6.8388","6.8666","6.8189","0.09%"
"May 09, 2019","6.8377","6.8085","6.8649","6.8020","0.43%"
"May 08, 2019","6.8081","6.7951","6.8107","6.7809","0.19%"
"May 07, 2019","6.7950","6.7725","6.8031","6.7721","0.31%"
"May 06, 2019","6.7737","6.7350","6.8235","6.7345","0.58%"
"May 03, 2019","6.7346","6.7467","6.7534","6.7340","-0.17%"
"May 02, 2019","6.7458","6.7332","6.7487","6.7254","0.19%"
"May 01, 2019","6.7327","6.7373","6.7423","6.7180","-0.06%"
"Apr 30, 2019","6.7367","6.7390","6.7493","6.7354","-0.03%"
"Apr 29, 2019","6.7388","6.7401","6.7451","6.7323","-0.02%"
"Apr 26, 2019","6.7404","6.7500","6.7513","6.7283","-0.14%"
"Apr 25, 2019","6.7500","6.7344","6.7607","6.7321","0.23%"
"Apr 24, 2019","6.7345","6.7292","6.7396","6.7195","0.08%"
"Apr 23, 2019","6.7291","6.7116","6.7309","6.7107","0.25%"
"Apr 22, 2019","6.7121","6.7055","6.7199","6.7000","0.15%"
"Apr 19, 2019","6.7020","6.7069","6.7092","6.6989","-0.08%"
"Apr 18, 2019","6.7073","6.6783","6.7122","6.6775","0.46%"
"Apr 17, 2019","6.6767","6.7125","6.7147","6.6754","-0.56%"
"Apr 16, 2019","6.7141","6.7082","6.7166","6.7056","0.10%"
"Apr 15, 2019","6.7076","6.7081","6.7138","6.7039","-0.02%"
"Apr 12, 2019","6.7092","6.7294","6.7317","6.7044","-0.28%"
"Apr 11, 2019","6.7281","6.7193","6.7311","6.7171","0.14%"
"Apr 10, 2019","6.7187","6.7188","6.7270","6.7164","-0.01%"
"Apr 09, 2019","6.7195","6.7172","6.7241","6.7127","0.03%"
"Apr 08, 2019","6.7173","6.7100","6.7278","6.7082","0.08%"
"Apr 05, 2019","6.7122","6.7167","6.7194","6.7033","-0.07%"
"Apr 04, 2019","6.7168","6.7135","6.7259","6.7100","0.04%"
"Apr 03, 2019","6.7143","6.7259","6.7279","6.7072","-0.18%"
"Apr 02, 2019","6.7262","6.7190","6.7327","6.7173","0.11%"
"Apr 01, 2019","6.7191","6.7165","6.7241","6.7062","-0.06%"
"Mar 29, 2019","6.7234","6.7399","6.7428","6.7121","-0.24%"
"Mar 28, 2019","6.7396","6.7390","6.7509","6.7295","0.02%"
"Mar 27, 2019","6.7382","6.7220","6.7401","6.7153","0.22%"
"Mar 26, 2019","6.7234","6.7167","6.7245","6.7066","0.09%"
"Mar 25, 2019","6.7171","6.7253","6.7314","6.7118","-0.10%"
"Mar 22, 2019","6.7236","6.7077","6.7294","6.7012","0.25%"
"Mar 21, 2019","6.7071","6.6867","6.7174","6.6704","0.29%"
"Mar 20, 2019","6.6875","6.7184","6.7237","6.6783","-0.45%"
"Mar 19, 2019","6.7176","6.7221","6.7248","6.7125","-0.05%"
"Mar 18, 2019","6.7207","6.7124","6.7245","6.7103","0.11%"
"Mar 15, 2019","6.7134","6.7226","6.7339","6.7111","-0.12%"
"Mar 14, 2019","6.7218","6.7012","6.7359","6.7001","0.31%"
"Mar 13, 2019","6.7012","6.7064","6.7214","6.6998","-0.08%"
"Mar 12, 2019","6.7066","6.7327","6.7337","6.7064","-0.38%"
"Mar 11, 2019","6.7322","6.7302","6.7351","6.7276","0.03%"
"Mar 08, 2019","6.7302","6.7351","6.7388","6.7261","-0.05%"
"Mar 07, 2019","6.7337","6.7169","6.7363","6.7121","0.25%"
"Mar 06, 2019","6.7167","6.7054","6.7281","6.7020","0.17%"
"Mar 05, 2019","6.7051","6.7070","6.7131","6.6995","-0.02%"
"Mar 04, 2019","6.7067","6.6988","6.7135","6.6873","-0.11%"
"Mar 01, 2019","6.7138","6.7041","6.7205","6.6929","0.16%"
"Feb 28, 2019","6.7034","6.6821","6.7038","6.6746","0.32%"
"Feb 27, 2019","6.6819","6.6864","6.6944","6.6757","-0.07%"
"Feb 26, 2019","6.6864","6.6830","6.7061","6.6783","0.04%"
"Feb 25, 2019","6.6834","6.7046","6.7046","6.6748","-0.28%"
"Feb 22, 2019","6.7024","6.7263","6.7354","6.7015","-0.36%"
"Feb 21, 2019","6.7268","6.7206","6.7320","6.6894","0.12%"
"Feb 20, 2019","6.7186","6.7461","6.7473","6.7082","-0.40%"
"Feb 19, 2019","6.7456","6.7734","6.7857","6.7425","-0.41%"
"Feb 18, 2019","6.7737","6.7717","6.7774","6.7617","0.05%"
"Feb 15, 2019","6.7706","6.7786","6.7947","6.7686","-0.12%"
"Feb 14, 2019","6.7790","6.7828","6.7900","6.7641","-0.06%"
"Feb 13, 2019","6.7833","6.7736","6.7859","6.7586","0.14%"
"Feb 12, 2019","6.7736","6.8000","6.8098","6.7731","-0.39%"
"Feb 11, 2019","6.8001","6.7860","6.8041","6.7650","0.21%"
"Feb 08, 2019","6.7856","6.7843","6.7955","6.7751","0.02%"
"Feb 07, 2019","6.7843","6.7787","6.7858","6.7696","0.10%"
"Feb 06, 2019","6.7778","6.7628","6.7802","6.7561","0.22%"
"Feb 05, 2019","6.7630","6.7784","6.7841","6.7533","-0.22%"
"Feb 04, 2019","6.7781","6.7552","6.7858","6.7503","0.31%"
"Feb 01, 2019","6.7569","6.7085","6.7576","6.7043","0.71%"
"Jan 31, 2019","6.7094","6.7102","6.7250","6.7025","-0.05%"
"Jan 30, 2019","6.7126","6.7500","6.7511","6.7034","-0.51%"
"Jan 29, 2019","6.7473","6.7547","6.7660","6.7462","-0.12%"
"Jan 28, 2019","6.7552","6.7518","6.7618","6.7345","0.04%"
"Jan 25, 2019","6.7528","6.7948","6.8003","6.7526","-0.62%"
"Jan 24, 2019","6.7950","6.7930","6.8105","6.7800","0.02%"
"Jan 23, 2019","6.7938","6.8177","6.8181","6.7865","-0.32%"
"Jan 22, 2019","6.8158","6.8008","6.8197","6.7988","0.22%"
"Jan 21, 2019","6.8008","6.8032","6.8098","6.7918","-0.04%"
"Jan 18, 2019","6.8034","6.7754","6.8114","6.7739","0.41%"
"Jan 17, 2019","6.7754","6.7615","6.7952","6.7538","0.20%"
"Jan 16, 2019","6.7620","6.7746","6.7867","6.7595","-0.17%"
"Jan 15, 2019","6.7738","6.7629","6.7883","6.7439","0.16%"
"Jan 14, 2019","6.7630","6.7600","6.7774","6.7390","0.04%"
"Jan 11, 2019","6.7605","6.7936","6.7968","6.7379","-0.49%"
"Jan 10, 2019","6.7935","6.8126","6.8263","6.7813","-0.28%"
"Jan 09, 2019","6.8126","6.8534","6.8547","6.8069","-0.61%"
"Jan 08, 2019","6.8547","6.8472","6.8707","6.8442","0.12%"
"Jan 07, 2019","6.8464","6.8654","6.8667","6.8452","-0.29%"
"Jan 04, 2019","6.8660","6.8822","6.8855","6.8648","-0.25%"
"Jan 03, 2019","6.8830","6.8794","6.8955","6.8759","0.05%"
"Jan 02, 2019","6.8796","6.8689","6.8839","6.8592","0.14%"
"Jan 01, 2019","6.8700","6.8721","6.8722","6.8700","-0.00%"
"Dec 31, 2018","6.8702","6.8813","6.8870","6.8663","-0.17%"
"Dec 28, 2018","6.8819","6.8761","6.8896","6.8642","0.11%"
"Dec 27, 2018","6.8746","6.8941","6.9017","6.8726","-0.29%"
"Dec 26, 2018","6.8949","6.8945","6.9012","6.8846","0.01%"
"Dec 25, 2018","6.8945","6.9023","6.9081","6.8893","-0.12%"
"Dec 24, 2018","6.9028","6.9219","6.9231","6.8989","-0.31%"
"Dec 21, 2018","6.9240","6.8942","6.9248","6.8866","0.44%"
"Dec 20, 2018","6.8939","6.9059","6.9157","6.8828","-0.16%"
"Dec 19, 2018","6.9052","6.8937","6.9082","6.8852","0.19%"
"Dec 18, 2018","6.8923","6.9011","6.9020","6.8876","-0.12%"
"Dec 17, 2018","6.9007","6.8997","6.9057","6.8922","0.01%"
"Dec 14, 2018","6.9003","6.8785","6.9126","6.8769","0.32%"
"Dec 13, 2018","6.8780","6.8686","6.8888","6.8567","0.13%"
"Dec 12, 2018","6.8694","6.9055","6.9060","6.8679","-0.55%"
"Dec 11, 2018","6.9071","6.9146","6.9248","6.8942","-0.11%"
"Dec 10, 2018","6.9146","6.8985","6.9227","6.8906","0.42%"
"Dec 07, 2018","6.8855","6.8819","6.8931","6.8673","0.06%"
"Dec 06, 2018","6.8811","6.8586","6.9079","6.8575","0.32%"
"Dec 05, 2018","6.8594","6.8510","6.8742","6.8464","0.15%"
"Dec 04, 2018","6.8494","6.8744","6.8834","6.8259","-0.40%"
"Dec 03, 2018","6.8767","6.8986","6.9276","6.8746","-1.05%"
"Nov 30, 2018","6.9500","6.9356","6.9574","6.9340","0.21%"
"Nov 29, 2018","6.9357","6.9392","6.9458","6.9300","-0.07%"
"Nov 28, 2018","6.9406","6.9511","6.9591","6.9324","-0.18%"
"Nov 27, 2018","6.9532","6.9516","6.9600","6.9348","0.04%"
"Nov 26, 2018","6.9504","6.9424","6.9531","6.9301","0.08%"
"Nov 23, 2018","6.9447","6.9258","6.9477","6.9229","0.25%"
"Nov 22, 2018","6.9272","6.9254","6.9336","6.9203","0.02%"
"Nov 21, 2018","6.9258","6.9462","6.9516","6.9220","-0.28%"
"Nov 20, 2018","6.9451","6.9334","6.9470","6.9318","0.16%"
"Nov 19, 2018","6.9337","6.9205","6.9405","6.9200","0.19%"
"Nov 16, 2018","6.9208","6.9292","6.9462","6.9107","-0.09%"
"Nov 15, 2018","6.9267","6.9426","6.9459","6.9150","-0.24%"
"Nov 14, 2018","6.9437","6.9467","6.9547","6.9394","-0.04%"
"Nov 13, 2018","6.9463","6.9621","6.9703","6.9431","-0.28%"
"Nov 12, 2018","6.9659","6.9500","6.9698","6.9443","0.25%"
"Nov 09, 2018","6.9486","6.9427","6.9559","6.9375","0.11%"
"Nov 08, 2018","6.9411","6.9184","6.9421","6.9167","0.33%"
"Nov 07, 2018","6.9180","6.9233","6.9398","6.9085","-0.08%"
"Nov 06, 2018","6.9235","6.9112","6.9257","6.9094","0.15%"
"Nov 05, 2018","6.9133","6.8906","6.9300","6.8904","0.19%"
"Nov 02, 2018","6.9001","6.9166","6.9306","6.8517","-0.25%"
"Nov 01, 2018","6.9171","6.9738","6.9810","6.9107","-0.81%"
"Oct 31, 2018","6.9738","6.9697","6.9799","6.9680","0.05%"
"Oct 30, 2018","6.9700","6.9748","6.9783","6.9638","-0.08%"
"Oct 29, 2018","6.9753","6.9529","6.9762","6.9510","0.31%"
"Oct 26, 2018","6.9535","6.9561","6.9774","6.9496","-0.04%"
"Oct 25, 2018","6.9561","6.9433","6.9672","6.9432","0.17%"
"Oct 24, 2018","6.9443","6.9390","6.9554","6.9375","0.08%"
"Oct 23, 2018","6.9385","6.9365","6.9499","6.9361","0.02%"
"Oct 22, 2018","6.9374","6.9370","6.9522","6.9295","0.05%"
"Oct 19, 2018","6.9339","6.9383","6.9485","6.9254","-0.08%"
"Oct 18, 2018","6.9393","6.9314","6.9544","6.9228","0.13%"
"Oct 17, 2018","6.9303","6.9127","6.9329","6.9073","0.25%"
"Oct 16, 2018","6.9131","6.9227","6.9269","6.9058","-0.14%"
"Oct 15, 2018","6.9230","6.9223","6.9327","6.9127","0.02%"
"Oct 12, 2018","6.9219","6.8803","6.9283","6.8762","0.63%"
"Oct 11, 2018","6.8787","6.9239","6.9434","6.8674","-0.66%"
"Oct 10, 2018","6.9245","6.9169","6.9360","6.9104","0.12%"
"Oct 09, 2018","6.9165","6.9185","6.9355","6.9084","-0.04%"
"Oct 08, 2018","6.9190","6.8937","6.9376","6.8937","0.35%"
"Oct 05, 2018","6.8946","6.8957","6.9110","6.8905","-0.02%"
"Oct 04, 2018","6.8957","6.8889","6.9176","6.8879","0.09%"
"Oct 03, 2018","6.8894","6.8854","6.8995","6.8792","0.05%"
"Oct 02, 2018","6.8857","6.8874","6.9051","6.8786","-0.03%"
"Oct 01, 2018","6.8879","6.8770","6.8908","6.8755","0.18%"
"Sep 28, 2018","6.8754","6.8876","6.8887","6.8671","-0.18%"
"Sep 27, 2018","6.8877","6.8777","6.8883","6.8636","0.14%"
"Sep 26, 2018","6.8782","6.8690","6.8882","6.8646","0.14%"
"Sep 25, 2018","6.8687","6.8685","6.8731","6.8571","0.00%"
"Sep 24, 2018","6.8687","6.8552","6.8752","6.8495","0.28%"
"Sep 21, 2018","6.8494","6.8369","6.8543","6.8261","0.20%"
"Sep 20, 2018","6.8357","6.8509","6.8629","6.8313","-0.23%"
"Sep 19, 2018","6.8513","6.8607","6.8702","6.8422","-0.15%"
"Sep 18, 2018","6.8613","6.8695","6.8934","6.8578","-0.13%"
"Sep 17, 2018","6.8700","6.8764","6.8830","6.8566","-0.09%"
"Sep 14, 2018","6.8764","6.8455","6.8828","6.8411","0.46%"
"Sep 13, 2018","6.8451","6.8343","6.8530","6.8223","0.14%"
"Sep 12, 2018","6.8352","6.8751","6.8895","6.8265","-0.58%"
"Sep 11, 2018","6.8754","6.8669","6.8877","6.8662","0.09%"
"Sep 10, 2018","6.8694","6.8687","6.8788","6.8607","0.00%"
"Sep 07, 2018","6.8691","6.8454","6.8759","6.8255","0.36%"
"Sep 06, 2018","6.8448","6.8426","6.8602","6.8311","0.04%"
"Sep 05, 2018","6.8422","6.8495","6.8658","6.8412","-0.11%"
"Sep 04, 2018","6.8500","6.8351","6.8641","6.8220","0.22%"
"Sep 03, 2018","6.8350","6.8449","6.8598","6.8288","-0.16%"
"Aug 31, 2018","6.8457","6.8669","6.8731","6.8278","-0.31%"
"Aug 30, 2018","6.8671","6.8194","6.8769","6.8153","0.70%"
"Aug 29, 2018","6.8196","6.8002","6.8367","6.7909","0.27%"
"Aug 28, 2018","6.8014","6.7942","6.8148","6.7848","0.09%"
"Aug 27, 2018","6.7950","6.8039","6.8167","6.7816","-0.14%"
"Aug 24, 2018","6.8048","6.8951","6.8972","6.8003","-1.29%"
"Aug 23, 2018","6.8940","6.8459","6.8940","6.8429","0.69%"
"Aug 22, 2018","6.8470","6.8283","6.8494","6.8248","0.27%"
"Aug 21, 2018","6.8286","6.8352","6.8549","6.8206","-0.10%"
"Aug 20, 2018","6.8351","6.8358","6.8633","6.8320","0.01%"
"Aug 17, 2018","6.8346","6.8625","6.8834","6.8269","-0.38%"
"Aug 16, 2018","6.8608","6.9476","6.9510","6.8552","-1.23%"
"Aug 15, 2018","6.9459","6.8994","6.9589","6.8929","0.67%"
"Aug 14, 2018","6.8998","6.8955","6.9075","6.8806","0.04%"
"Aug 13, 2018","6.8973","6.8696","6.9123","6.8686","0.42%"
"Aug 10, 2018","6.8684","6.8472","6.8764","6.8326","0.33%"
"Aug 09, 2018","6.8461","6.8243","6.8476","6.8134","0.30%"
"Aug 08, 2018","6.8254","6.8206","6.8495","6.8072","0.07%"
"Aug 07, 2018","6.8207","6.8664","6.8770","6.8176","-0.65%"
"Aug 06, 2018","6.8655","6.8479","6.8766","6.8247","0.26%"
"Aug 03, 2018","6.8476","6.8811","6.9126","6.8257","-0.49%"
"Aug 02, 2018","6.8816","6.8255","6.8838","6.8163","0.84%"
"Aug 01, 2018","6.8242","6.8044","6.8476","6.8012","0.28%"
"Jul 31, 2018","6.8053","6.8270","6.8510","6.7759","-0.31%"
"Jul 30, 2018","6.8266","6.8262","6.8501","6.8153","0.03%"
"Jul 27, 2018","6.8243","6.8262","6.8582","6.8036","-0.04%"
"Jul 26, 2018","6.8267","6.7565","6.8271","6.7384","1.04%"
"Jul 25, 2018","6.7565","6.8139","6.8242","6.7557","-0.80%"
"Jul 24, 2018","6.8108","6.8033","6.8452","6.7910","0.07%"
"Jul 23, 2018","6.8060","6.7834","6.8265","6.7588","0.41%"
"Jul 20, 2018","6.7783","6.7920","6.8370","6.7762","-0.18%"
"Jul 19, 2018","6.7907","6.7457","6.8095","6.7382","0.66%"
"Jul 18, 2018","6.7459","6.7231","6.7598","6.7135","0.36%"
"Jul 17, 2018","6.7220","6.7032","6.7293","6.6876","0.29%"
"Jul 16, 2018","6.7025","6.7119","6.7253","6.6836","-0.14%"
"Jul 13, 2018","6.7119","6.6944","6.7270","6.6692","0.29%"
"Jul 12, 2018","6.6928","6.7232","6.7299","6.6717","-0.46%"
"Jul 11, 2018","6.7235","6.6460","6.7252","6.6438","1.09%"
"Jul 10, 2018","6.6508","6.6222","6.6508","6.6005","0.43%"
"Jul 09, 2018","6.6224","6.6622","6.6673","6.6145","-0.62%"
"Jul 06, 2018","6.6639","6.6585","6.6889","6.6509","0.08%"
"Jul 05, 2018","6.6585","6.6433","6.6641","6.6350","0.23%"
"Jul 04, 2018","6.6430","6.6681","6.6749","6.6149","-0.34%"
"Jul 03, 2018","6.6654","6.6890","6.7336","6.6448","-0.30%"
"Jul 02, 2018","6.6853","6.6357","6.6977","6.6280","0.75%"
"Jun 29, 2018","6.6353","6.6363","6.6535","6.6171","0.01%"
"Jun 28, 2018","6.6349","6.6187","6.6419","6.6109","0.26%"
"Jun 27, 2018","6.6177","6.5808","6.6242","6.5765","0.54%"
"Jun 26, 2018","6.5822","6.5415","6.5963","6.5381","0.62%"
"Jun 25, 2018","6.5415","6.5094","6.5578","6.5087","0.48%"
"Jun 22, 2018","6.5100","6.4997","6.5175","6.4924","0.15%"
"Jun 21, 2018","6.5001","6.4815","6.5177","6.4746","0.29%"
"Jun 20, 2018","6.4812","6.4768","6.4874","6.4660","0.06%"
"Jun 19, 2018","6.4771","6.4543","6.4954","6.4463","0.34%"
"Jun 18, 2018","6.4551","6.4369","6.4613","6.4359","0.29%"
"Jun 15, 2018","6.4366","6.4181","6.4415","6.4137","0.31%"
"Jun 14, 2018","6.4170","6.3883","6.4192","6.3829","0.45%"
"Jun 13, 2018","6.3880","6.4048","6.4091","6.3859","-0.27%"
"Jun 12, 2018","6.4055","6.3987","6.4090","6.3942","0.11%"
"Jun 11, 2018","6.3984","6.3982","6.4039","6.3931","-0.01%"
"Jun 08, 2018","6.3991","6.3897","6.4096","6.3866","0.15%"
"Jun 07, 2018","6.3898","6.3775","6.3930","6.3769","0.18%"
"Jun 06, 2018","6.3784","6.3971","6.3993","6.3766","-0.26%"
"Jun 05, 2018","6.3952","6.4050","6.4111","6.3910","-0.16%"
"Jun 04, 2018","6.4052","6.4127","6.4201","6.3960","-0.10%"
"Jun 01, 2018","6.4113","6.4076","6.4173","6.4021","0.03%"
"May 31, 2018","6.4091","6.4019","6.4176","6.3947","0.13%"
"May 30, 2018","6.4010","6.4239","6.4334","6.4001","-0.36%"
"May 29, 2018","6.4241","6.3965","6.4307","6.3954","0.42%"
"May 28, 2018","6.3971","6.3885","6.3993","6.3806","0.13%"
"May 25, 2018","6.3890","6.3749","6.3911","6.3731","0.21%"
"May 24, 2018","6.3757","6.3769","6.3914","6.3722","-0.03%"
"May 23, 2018","6.3774","6.3536","6.3879","6.3483","0.38%"
"May 22, 2018","6.3532","6.3579","6.3655","6.3468","-0.06%"
"May 21, 2018","6.3572","6.3609","6.3884","6.3564","-0.08%"
"May 18, 2018","6.3624","6.3585","6.3739","6.3562","0.07%"
"May 17, 2018","6.3577","6.3501","6.3604","6.3434","0.11%"
"May 16, 2018","6.3506","6.3669","6.3761","6.3457","-0.24%"
"May 15, 2018","6.3660","6.3374","6.3720","6.3368","0.46%"
"May 14, 2018","6.3370","6.3342","6.3383","6.3238","0.03%"
"May 11, 2018","6.3352","6.3282","6.3423","6.3192","0.10%"
"May 10, 2018","6.3290","6.3644","6.3724","6.3251","-0.56%"
"May 09, 2018","6.3647","6.3647","6.3841","6.3576","-0.02%"
"May 08, 2018","6.3662","6.3609","6.3728","6.3559","0.10%"
"May 07, 2018","6.3599","6.3551","6.3729","6.3458","0.08%"
"May 04, 2018","6.3548","6.3442","6.3704","6.3417","0.17%"
"May 03, 2018","6.3443","6.3744","6.3795","6.3410","-0.48%"
"May 02, 2018","6.3747","6.3379","6.3772","6.3360","0.59%"
"May 01, 2018","6.3373","6.3148","6.3402","6.3091","0.34%"
"Apr 30, 2018","6.3158","6.3193","6.3289","6.3074","-0.07%"
"Apr 27, 2018","6.3200","6.3290","6.3432","6.3191","-0.12%"
"Apr 26, 2018","6.3276","6.3222","6.3322","6.3084","0.09%"
"Apr 25, 2018","6.3221","6.2955","6.3297","6.2942","0.42%"
"Apr 24, 2018","6.2954","6.3064","6.3213","6.2916","-0.22%"
"Apr 23, 2018","6.3095","6.2801","6.3121","6.2801","0.48%"
"Apr 20, 2018","6.2791","6.2768","6.2941","6.2744","0.03%"
"Apr 19, 2018","6.2774","6.2710","6.2816","6.2557","0.10%"
"Apr 18, 2018","6.2709","6.2808","6.2883","6.2663","-0.17%"
"Apr 17, 2018","6.2817","6.2662","6.2845","6.2659","0.24%"
"Apr 16, 2018","6.2665","6.2728","6.2850","6.2634","-0.11%"
"Apr 13, 2018","6.2732","6.2787","6.2934","6.2675","-0.07%"
"Apr 12, 2018","6.2778","6.2734","6.2891","6.2648","0.07%"
"Apr 11, 2018","6.2736","6.2762","6.2895","6.2614","-0.05%"
"Apr 10, 2018","6.2770","6.3034","6.3085","6.2756","-0.43%"
"Apr 09, 2018","6.3039","6.3122","6.3258","6.2914","-0.15%"
"Apr 06, 2018","6.3133","6.2934","6.3231","6.2852","0.37%"
"Apr 05, 2018","6.2901","6.2863","6.3054","6.2771","0.06%"
"Apr 04, 2018","6.2862","6.2732","6.3134","6.2725","0.22%"
"Apr 03, 2018","6.2721","6.2684","6.2827","6.2676","0.04%"
"Apr 02, 2018","6.2693","6.2648","6.2791","6.2548","0.11%"
"Mar 30, 2018","6.2626","6.2732","6.2828","6.2626","-0.15%"
"Mar 29, 2018","6.2722","6.2851","6.2975","6.2677","-0.21%"
"Mar 28, 2018","6.2852","6.2660","6.2890","6.2557","0.32%"
"Mar 27, 2018","6.2652","6.2533","6.2771","6.2354","0.18%"
"Mar 26, 2018","6.2542","6.3101","6.3163","6.2528","-0.93%"
"Mar 23, 2018","6.3126","6.3422","6.3434","6.3097","-0.42%"
"Mar 22, 2018","6.3395","6.3046","6.3414","6.3030","0.56%"
"Mar 21, 2018","6.3043","6.3332","6.3349","6.3027","-0.46%"
"Mar 20, 2018","6.3336","6.3195","6.3354","6.3173","0.23%"
"Mar 19, 2018","6.3193","6.3269","6.3388","6.3174","-0.10%"
"Mar 16, 2018","6.3254","6.3288","6.3345","6.3175","-0.07%"
"Mar 15, 2018","6.3296","6.3069","6.3303","6.2995","0.36%"
"Mar 14, 2018","6.3069","6.3254","6.3290","6.3000","-0.31%"
"Mar 13, 2018","6.3266","6.3243","6.3338","6.3132","0.03%"
"Mar 12, 2018","6.3246","6.3261","6.3318","6.3188","-0.03%"
"Mar 09, 2018","6.3266","6.3434","6.3537","6.3205","-0.26%"
